Sensor Impersonation attack;Replay attack;Denial of service attack;Random signal in range;t5;t4
33;24;37;28;31;23
33;24;37;31;31;23
33;24;37;28;31;22
34;24;37;31;32;23
33;24;37;30;31;23
33;24;37;30;31;23
33;24;37;30;31;23
33;24;37;29;31;23
33;24;36;28;30;23
33;24;37;28;31;23
33;24;36;29;31;23
33;24;36;30;31;23
33;24;36;28;30;23
34;24;36;27;30;23
33;24;36;29;31;23
33;24;36;31;31;23
33;24;36;28;30;23
34;24;36;30;31;22
34;24;36;30;31;22
33;24;36;29;31;23
33;24;35;31;31;23
33;24;36;28;30;23
33;24;36;29;31;22
34;24;36;31;31;22
33;24;35;27;30;23
34;24;36;28;31;23
33;24;35;27;30;22
33;24;35;28;30;23
33;24;35;26;30;22
33;24;35;27;30;23
34;24;36;26;30;22
33;24;35;28;30;22
33;24;35;27;30;22
34;24;35;28;30;23
34;24;35;29;31;22
33;24;35;29;30;22
33;24;35;27;30;22
34;24;35;26;30;22
33;24;35;30;31;22
34;24;35;26;30;23
34;24;34;25;29;23
33;24;34;29;30;22
34;24;35;26;30;23
34;24;34;26;30;23
34;24;35;28;30;23
34;24;35;27;30;22
34;24;35;25;30;22
34;24;34;24;29;23
34;23;34;28;30;23
33;24;34;27;30;22
34;24;35;25;30;22
33;24;34;27;30;22
34;24;34;26;30;22
33;24;35;28;30;23
33;24;36;25;30;23
34;24;36;28;31;23
34;24;0;27;21;22
33;24;36;27;30;23
34;24;37;25;30;22
33;24;0;28;21;23
34;24;0;26;21;22
34;24;0;27;21;22
34;24;0;28;22;22
34;24;0;29;22;22
33;24;0;28;21;22
34;24;0;28;22;22
34;24;0;30;22;22
34;24;0;26;21;22
34;24;0;26;21;22
33;24;0;30;22;23
34;24;0;28;22;22
33;24;0;25;21;23
33;24;0;28;21;22
34;24;0;28;22;22
34;24;0;28;22;22
34;24;0;27;21;23
34;24;0;29;22;23
33;24;0;31;22;22
34;23;0;31;22;22
34;23;0;31;22;22
34;24;0;27;21;22
34;24;0;31;22;22
34;24;0;31;22;23
34;24;0;29;22;23
34;24;0;28;22;23
34;24;0;29;22;23
34;24;0;27;21;22
34;24;0;28;22;23
33;24;33;30;30;23
33;24;33;30;30;22
34;24;33;28;30;22
34;24;33;29;30;22
33;24;33;30;30;22
34;24;33;27;30;22
34;24;33;29;30;22
34;24;33;26;29;23
34;24;33;26;29;23
34;24;33;26;29;22
34;24;33;26;29;23
34;24;33;24;29;22
34;24;32;28;30;22
34;24;33;27;30;22
34;23;33;24;29;22
34;23;33;28;30;23
34;24;33;25;29;23
34;24;33;24;29;23
34;24;33;29;30;22
34;24;34;28;30;22
33;23;33;29;30;23
34;24;0;25;21;23
34;24;35;26;30;23
34;24;0;28;22;22
34;23;0;28;21;22
34;24;0;27;21;22
34;24;0;28;22;22
34;24;33;25;29;22
34;24;33;30;30;22
34;24;33;30;30;23
34;24;33;29;30;23
34;24;33;26;29;23
34;24;33;27;30;22
34;23;33;29;30;22
33;24;33;27;29;22
34;24;33;30;30;23
33;24;33;30;30;23
33;24;33;26;29;22
34;24;33;27;30;23
33;24;33;27;29;23
33;24;33;26;29;22
33;24;33;28;30;22
33;24;32;26;29;23
34;24;32;25;29;23
34;24;32;26;29;23
34;24;32;24;29;23
34;24;32;24;29;23
34;24;33;23;29;22
34;23;32;28;29;23
34;23;32;26;29;23
34;23;32;28;29;23
34;24;32;25;29;23
34;24;32;28;30;23
34;24;32;28;30;23
34;24;32;26;29;23
34;24;33;27;30;22
34;24;32;25;29;22
34;24;32;30;30;22
34;24;32;28;30;22
34;24;32;25;29;22
34;24;32;28;30;22
34;24;32;25;29;22
34;24;32;26;29;22
34;24;32;25;29;22
34;23;32;28;29;22
34;24;32;25;29;22
34;24;32;24;29;23
34;24;32;24;29;23
34;23;32;27;29;23
34;23;32;27;29;23
34;23;32;23;28;22
34;23;32;25;29;22
34;23;31;28;29;23
34;23;32;26;29;23
34;23;32;25;29;22
34;23;32;25;29;23
34;23;32;24;28;22
34;23;32;28;29;23
34;23;32;27;29;23
34;23;32;28;29;22
34;23;32;27;29;22
34;23;31;27;29;23
34;23;31;27;29;22
34;23;31;25;28;23
34;24;32;27;29;23
34;23;31;27;29;22
34;23;31;27;29;23
34;23;31;26;29;22
35;24;31;28;30;23
34;23;31;28;29;22
34;24;31;26;29;22
34;23;31;27;29;22
34;23;31;29;29;22
34;24;31;26;29;22
34;23;31;28;29;22
34;24;31;27;29;22
34;24;31;28;29;22
35;23;31;26;29;22
34;24;31;28;29;22
34;24;31;26;29;22
34;23;31;28;29;22
34;23;31;25;28;22
34;23;30;25;28;22
34;23;31;28;29;22
34;23;31;28;29;22
34;23;31;29;29;22
34;23;31;25;28;22
34;23;31;29;29;22
34;24;31;29;30;22
34;23;31;31;30;22
34;23;31;31;30;22
34;23;30;31;30;22
35;23;31;29;30;22
34;24;30;28;29;22
34;23;31;32;30;22
35;23;31;29;30;23
34;23;30;28;29;22
35;23;30;28;29;22
35;23;31;31;30;22
34;24;31;29;30;22
34;23;30;31;30;22
34;23;30;31;30;22
34;23;30;32;30;22
34;23;30;31;30;22
34;23;30;29;29;22
34;23;30;29;29;23
35;23;30;30;30;22
34;23;30;31;30;22
35;23;30;32;30;22
34;23;30;30;29;22
35;23;30;31;30;23
34;24;30;33;30;22
35;23;30;31;30;22
34;23;30;31;30;22
35;23;30;33;30;22
34;23;30;33;30;22
34;23;30;31;30;22
35;23;30;31;30;22
34;23;30;30;29;22
34;23;30;29;29;22
35;23;30;31;30;22
35;23;30;30;30;22
34;23;30;32;30;22
34;23;30;32;30;22
35;23;30;28;29;22
35;23;30;29;29;22
34;23;30;29;29;22
34;23;30;29;29;22
35;23;30;28;29;22
34;23;30;30;29;22
35;23;30;29;29;22
34;23;30;30;29;23
34;23;30;30;29;22
34;23;30;27;29;22
34;23;30;29;29;21
34;23;30;31;30;22
34;23;30;28;29;22
34;23;29;28;29;22
35;23;29;27;29;22
35;23;29;30;29;22
35;23;29;27;29;22
34;23;29;29;29;22
34;23;29;27;28;22
35;23;29;29;29;22
35;23;29;27;29;22
35;23;29;29;29;22
35;22;29;28;29;22
35;23;29;30;29;22
34;23;29;28;29;22
35;23;29;26;28;21
35;23;29;29;29;22
35;23;29;31;30;22
34;23;29;27;28;22
35;23;29;30;29;21
35;23;29;29;29;22
34;23;30;29;29;22
35;23;29;31;30;22
35;23;29;31;30;22
35;24;29;28;29;22
35;23;29;29;29;22
35;23;29;29;29;22
35;23;29;31;30;22
35;23;29;30;29;22
35;23;28;27;28;21
35;23;28;32;30;21
35;23;29;30;29;22
35;23;29;32;30;22
35;23;28;33;30;22
35;23;29;29;29;22
34;23;29;30;29;22
35;23;29;30;29;22
35;23;28;32;30;22
35;23;28;31;29;22
35;23;28;29;29;22
35;23;28;31;29;22
35;23;28;28;29;22
35;23;28;31;29;22
35;23;28;32;30;22
35;23;28;28;29;22
35;23;28;30;29;22
35;23;28;30;29;22
35;23;28;30;29;22
35;23;28;32;30;22
35;23;28;30;29;22
35;23;28;31;29;22
35;23;28;30;29;22
35;23;28;31;29;22
35;23;28;30;29;22
35;23;28;29;29;22
35;23;28;29;29;22
35;23;28;27;28;22
35;23;28;31;29;22
35;23;28;30;29;22
35;23;28;29;29;21
35;23;28;29;29;22
35;23;28;31;29;22
35;23;28;29;29;21
35;23;28;30;29;22
35;23;28;27;28;22
35;23;27;29;29;22
35;23;27;32;29;21
35;23;27;31;29;21
35;23;27;31;29;21
35;23;27;29;29;22
34;23;27;30;29;22
35;23;28;28;29;22
35;23;28;31;29;22
35;23;28;28;29;22
35;22;28;26;28;22
36;22;27;30;29;22
35;23;27;27;28;22
35;23;27;26;28;22
35;23;28;28;29;22
35;23;27;26;28;22
35;23;27;28;28;22
35;23;27;28;28;21
35;23;27;27;28;22
35;23;27;27;28;22
35;23;27;26;28;22
35;23;27;29;29;22
35;23;27;28;28;22
35;23;27;26;28;22
36;23;27;29;29;22
35;23;27;29;29;21
35;23;27;29;29;22
35;23;27;26;28;22
35;23;27;27;28;22
35;23;27;27;28;22
35;23;27;31;29;22
35;23;27;29;29;22
35;22;27;29;28;22
35;22;27;30;29;22
35;23;26;31;29;22
35;23;27;27;28;22
35;23;27;31;29;21
35;23;27;31;29;21
35;23;27;30;29;22
35;23;27;29;29;22
35;23;27;29;29;22
35;23;26;29;28;21
35;22;26;28;28;21
35;23;26;30;29;22
35;23;26;28;28;22
35;23;26;30;29;22
35;23;26;31;29;22
35;23;26;27;28;22
35;23;26;29;28;22
35;23;26;31;29;22
35;23;26;28;28;22
35;22;26;31;29;22
35;23;26;29;28;21
35;23;26;31;29;22
35;23;26;31;29;22
35;23;26;27;28;21
35;23;26;29;28;21
35;23;26;27;28;22
35;23;26;29;28;22
35;23;26;27;28;22
35;23;26;28;28;21
35;23;26;31;29;21
35;23;26;28;28;21
35;23;26;27;28;22
35;23;25;28;28;21
35;23;26;30;29;21
35;23;26;29;28;22
35;23;26;26;28;21
35;23;26;26;28;22
35;23;26;27;28;22
35;23;26;26;28;22
35;22;26;27;28;21
35;22;26;25;27;22
35;23;26;24;27;22
35;23;26;26;28;22
35;23;26;28;28;21
35;23;26;27;28;21
35;23;26;27;28;22
35;23;26;27;28;22
35;22;26;27;28;22
35;22;26;26;27;22
35;23;26;25;27;22
35;23;25;29;28;22
35;22;25;28;28;22
35;22;26;29;28;22
35;22;25;25;27;21
35;23;26;28;28;22
35;23;25;25;27;21
35;23;25;27;28;22
35;22;25;28;28;22
35;23;25;30;28;22
35;23;25;28;28;22
35;23;25;26;27;22
35;22;25;26;27;22
35;22;25;27;27;22
35;23;25;27;28;22
35;23;25;29;28;21
35;23;25;25;27;22
36;23;25;29;28;22
35;23;25;27;28;22
35;23;25;27;28;22
35;22;25;29;28;22
35;23;25;28;28;22
36;22;25;25;27;22
35;23;25;28;28;22
35;22;25;30;28;22
35;22;25;26;27;22
35;22;25;26;27;22
35;23;25;29;28;22
35;23;25;31;29;22
35;23;25;30;28;22
35;22;25;26;27;22
35;23;25;29;28;22
34;22;25;31;28;22
35;23;25;31;29;22
35;22;25;27;27;21
35;23;25;27;28;22
35;22;25;30;28;22
35;22;25;31;28;22
35;22;25;29;28;22
35;23;25;27;28;22
36;23;25;30;29;22
35;23;25;28;28;22
35;23;25;27;28;22
35;23;24;29;28;22
36;22;25;28;28;22
35;23;25;26;27;22
35;23;25;29;28;22
35;23;25;26;27;22
35;23;24;30;28;22
35;23;25;29;28;22
36;22;25;27;28;22
36;23;25;26;28;22
35;23;24;29;28;22
35;23;24;28;28;22
35;23;24;29;28;22
35;23;24;30;28;22
35;22;24;28;27;22
35;22;24;31;28;22
35;23;24;28;28;22
35;23;25;32;29;22
36;22;24;31;28;21
35;23;24;29;28;22
35;22;24;29;28;22
36;23;24;30;28;22
36;22;24;27;27;21
35;23;24;32;29;22
35;23;24;30;28;22
35;23;24;31;28;22
36;23;24;32;29;22
35;22;24;29;28;22
36;23;24;30;28;22
35;22;24;32;28;22
35;22;24;30;28;22
36;22;24;33;29;22
35;23;24;32;29;22
35;22;24;31;28;22
35;22;24;33;29;22
36;23;24;28;28;22
35;22;24;31;28;22
35;22;24;29;28;22
35;22;24;32;28;22
35;22;24;31;28;22
36;22;24;32;29;22
36;22;24;33;29;22
35;22;24;30;28;22
36;23;24;30;28;22
36;22;24;28;28;22
36;22;24;28;28;22
36;22;24;32;29;22
35;22;24;29;28;22
36;22;24;29;28;22
35;22;24;27;27;22
36;22;24;27;27;22
36;22;24;28;28;22
35;22;23;29;27;22
35;22;24;30;28;22
36;22;24;27;27;22
36;22;24;27;27;22
35;22;24;26;27;22
35;22;24;29;28;22
36;22;24;26;27;22
36;22;23;28;27;22
36;22;23;29;28;22
36;22;23;29;28;22
35;22;23;30;28;22
36;22;23;31;28;22
36;22;23;28;27;22
36;22;23;32;28;22
35;23;24;28;28;22
36;22;23;32;28;22
36;22;23;29;28;22
35;22;23;28;27;22
36;22;23;29;28;22
36;22;23;31;28;22
35;22;23;28;27;22
36;22;23;27;27;22
35;22;23;27;27;22
36;22;23;31;28;22
35;22;23;27;27;22
36;22;23;26;27;22
36;22;23;26;27;22
35;22;23;25;26;22
35;22;23;25;26;22
36;22;23;26;27;22
36;22;23;28;27;21
36;22;23;26;27;22
36;22;23;26;27;22
36;22;23;25;27;22
36;22;23;25;27;22
36;22;23;25;27;22
36;22;23;29;28;22
35;22;23;25;26;22
36;22;22;27;27;22
36;22;23;28;27;22
35;22;23;29;27;22
35;22;23;25;26;22
36;22;23;29;28;22
36;22;23;25;27;22
36;22;23;28;27;22
36;22;23;30;28;22
36;22;23;27;27;22
36;21;23;27;27;22
36;22;22;27;27;22
35;22;22;29;27;22
36;22;22;30;28;22
36;22;23;28;27;22
35;22;23;30;28;22
36;22;23;26;27;22
36;22;23;28;27;22
36;22;22;31;28;22
36;22;22;27;27;22
35;22;23;29;27;22
36;22;23;28;27;22
36;22;23;30;28;22
35;22;22;28;27;21
36;22;22;29;27;22
35;22;22;28;27;22
36;22;23;28;27;22
36;22;22;27;27;22
36;22;22;31;28;22
36;22;22;27;27;22
35;22;22;29;27;22
36;22;22;28;27;22
36;22;22;31;28;22
36;22;22;28;27;22
36;22;22;29;27;22
36;22;22;31;28;22
36;22;22;30;28;22
36;22;22;30;28;22
36;22;22;28;27;22
36;22;22;27;27;22
35;22;22;31;28;22
36;22;22;28;27;22
36;22;22;28;27;22
36;22;22;28;27;22
36;22;22;30;28;21
36;22;22;26;27;22
36;22;22;29;27;22
36;22;22;31;28;22
36;22;22;31;28;22
36;22;22;31;28;22
36;22;22;29;27;22
36;22;22;32;28;22
36;22;22;28;27;22
36;22;22;29;27;21
36;22;22;32;28;22
36;22;22;30;28;22
36;22;22;32;28;21
36;22;22;29;27;22
36;22;22;29;27;22
36;22;22;31;28;22
35;22;22;32;28;21
36;22;21;29;27;22
35;22;22;30;27;22
36;22;22;33;28;22
35;22;22;28;27;22
36;22;22;30;28;22
36;22;22;31;28;22
36;22;21;33;28;22
36;21;22;30;27;22
36;22;22;30;28;22
36;22;22;31;28;22
36;22;21;32;28;22
36;22;22;33;28;22
36;22;22;32;28;22
36;22;22;30;28;22
36;22;21;32;28;22
36;22;21;30;27;21
36;22;21;34;28;22
36;22;21;29;27;22
36;22;21;31;28;22
36;22;21;30;27;22
36;22;22;28;27;22
36;22;21;28;27;22
36;22;21;28;27;22
36;22;21;27;27;21
36;22;21;26;26;21
36;22;22;29;27;22
36;22;21;30;27;22
36;22;21;27;27;22
36;22;21;26;26;22
36;22;21;25;26;22
36;22;21;28;27;22
36;22;21;30;27;22
36;22;21;29;27;22
36;22;21;28;27;22
36;22;21;28;27;22
36;22;21;26;26;21
36;22;21;30;27;22
36;22;21;29;27;22
36;21;21;31;27;22
36;22;21;26;26;22
36;22;21;30;27;22
36;22;21;30;27;22
36;21;21;27;26;21
36;22;21;31;28;21
36;22;21;28;27;22
36;22;21;26;26;22
36;22;21;27;27;22
36;22;21;25;26;22
36;22;21;27;27;22
36;22;21;30;27;21
36;22;21;29;27;22
36;22;21;30;27;21
36;22;20;30;27;21
36;22;21;28;27;22
36;22;21;31;28;22
36;22;21;29;27;22
36;22;21;28;27;22
36;22;21;27;27;22
36;22;21;28;27;21
36;22;20;30;27;22
36;22;20;27;26;22
36;22;20;31;27;22
36;22;20;29;27;22
36;22;21;28;27;22
36;22;21;28;27;22
36;21;21;28;27;22
36;22;20;27;26;21
36;21;21;31;27;22
36;22;20;27;26;22
36;21;21;28;27;22
36;22;21;29;27;22
36;22;20;27;26;22
36;22;20;27;26;22
36;22;20;30;27;22
36;22;20;30;27;22
36;22;21;26;26;22
36;22;20;27;26;22
36;22;20;28;27;22
36;22;20;26;26;22
36;22;20;28;27;22
36;22;20;26;26;22
36;22;20;27;26;21
36;22;20;27;26;22
36;22;20;30;27;21
36;22;20;27;26;22
36;22;20;26;26;22
36;22;20;29;27;22
36;22;20;27;26;22
36;22;20;29;27;22
36;22;20;26;26;22
36;22;20;27;26;22
36;22;20;29;27;22
36;22;20;27;26;22
36;22;20;25;26;22
36;22;20;28;27;22
36;22;20;26;26;22
36;22;20;27;26;22
36;22;20;25;26;22
36;21;20;24;25;21
36;22;20;25;26;21
36;22;20;23;25;22
36;22;20;24;26;22
36;22;20;26;26;21
36;22;20;23;25;22
36;22;20;24;26;21
36;21;20;26;26;22
36;21;20;24;25;21
36;22;20;26;26;21
36;22;20;24;26;21
36;21;20;24;25;21
36;22;20;28;27;21
36;22;20;23;25;21
36;22;20;25;26;21
36;22;20;25;26;21
36;22;20;24;26;21
36;22;20;27;26;21
36;22;19;27;26;22
36;22;20;26;26;21
36;22;20;25;26;21
36;22;20;27;26;21
37;22;19;24;26;21
36;22;19;28;26;21
36;22;19;29;27;21
36;22;20;27;26;21
36;22;20;29;27;21
36;22;20;25;26;22
36;22;20;30;27;22
36;22;20;29;27;21
36;21;19;28;26;21
36;22;20;31;27;21
36;22;20;29;27;21
36;22;20;31;27;21
36;22;19;32;27;21
36;21;20;30;27;21
36;21;19;28;26;22
36;22;20;29;27;21
36;22;19;28;26;21
36;21;20;29;27;21
36;22;20;30;27;21
35;22;19;30;27;21
36;22;20;30;27;21
36;21;20;30;27;21
36;22;19;32;27;21
37;22;19;30;27;21
36;22;19;31;27;21
36;22;19;28;26;21
36;22;19;28;26;21
36;21;19;31;27;21
36;21;19;27;26;21
36;22;19;29;27;21
36;22;19;26;26;21
36;21;19;27;26;21
36;22;19;30;27;21
36;22;19;29;27;21
36;22;19;26;26;22
37;22;19;25;26;21
37;22;19;26;26;21
36;21;19;28;26;21
36;21;19;25;25;21
36;22;19;28;26;22
36;21;19;28;26;21
37;21;19;25;26;21
36;22;19;30;27;21
36;22;19;29;27;21
36;22;19;26;26;21
37;22;19;29;27;21
36;21;19;29;26;21
36;22;19;29;27;21
37;22;19;28;27;21
36;21;19;29;26;21
36;22;19;29;27;21
36;22;19;30;27;21
36;22;19;28;26;21
36;21;19;29;26;21
36;22;19;27;26;21
36;22;19;30;27;21
36;22;19;28;26;21
36;22;19;27;26;21
37;22;19;26;26;21
36;22;19;27;26;21
36;21;19;26;26;21
37;22;19;26;26;21
36;22;19;25;26;21
36;21;19;24;25;21
36;21;19;29;26;21
37;22;19;27;26;21
37;22;19;28;27;21
36;21;19;29;26;22
37;21;19;25;26;21
36;21;18;28;26;21
37;21;19;26;26;21
36;22;18;29;26;22
36;22;19;27;26;21
36;22;19;29;27;21
37;21;19;30;27;21
36;22;18;30;27;22
36;21;19;27;26;22
36;22;19;26;26;22
37;21;19;27;26;21
36;22;19;28;26;21
36;21;19;25;25;21
37;22;19;26;26;21
36;22;19;26;26;21
37;22;19;27;26;21
37;22;18;25;26;21
36;22;19;24;25;21
37;22;19;27;26;21
36;22;19;27;26;21
36;22;18;24;25;21
36;22;19;28;26;21
36;22;18;24;25;21
36;22;18;27;26;21
36;22;18;26;26;21
36;21;18;24;25;21
36;22;19;28;26;21
35;22;18;26;25;21
37;21;18;28;26;21
37;21;19;26;26;21
36;22;18;28;26;21
36;21;19;26;26;21
36;22;18;28;26;21
36;22;19;26;26;21
36;22;18;28;26;21
36;22;18;30;27;21
36;22;18;25;25;21
37;21;19;27;26;21
36;22;19;26;26;21
36;22;18;25;25;21
36;22;19;28;26;21
36;21;18;25;25;21
36;22;18;29;26;21
36;22;18;28;26;21
36;21;18;30;26;21
36;22;19;28;26;21
36;22;18;27;26;21
36;21;18;26;25;22
37;22;18;27;26;21
36;21;18;25;25;21
37;22;18;27;26;21
37;21;18;26;26;21
37;21;18;29;26;21
37;22;18;30;27;21
37;22;18;27;26;21
37;21;18;26;26;21
36;22;18;26;26;21
37;22;18;26;26;21
37;22;18;26;26;21
36;21;18;27;26;21
36;22;18;29;26;21
37;22;18;25;26;21
37;22;18;25;26;21
36;22;18;26;26;21
37;21;18;28;26;21
36;22;18;29;26;21
37;22;18;25;26;21
37;21;18;28;26;21
36;22;18;28;26;21
37;22;18;28;26;21
37;22;18;27;26;21
36;22;18;28;26;21
37;22;18;27;26;21
36;22;18;27;26;21
36;22;18;26;26;21
37;21;18;30;27;21
36;22;18;29;26;21
36;22;18;26;26;21
37;22;18;26;26;21
37;22;18;26;26;21
36;21;18;28;26;21
37;21;18;26;26;21
36;22;18;27;26;21
37;21;18;27;26;21
37;21;18;29;26;21
36;22;18;26;26;21
37;22;18;26;26;21
37;21;18;28;26;21
36;21;18;27;26;21
36;21;18;30;26;21
36;21;18;27;26;21
37;22;18;27;26;21
37;22;18;27;26;21
36;22;18;30;27;21
37;21;18;28;26;21
36;21;18;29;26;21
36;21;18;26;25;21
37;22;18;27;26;21
36;22;18;30;27;21
37;22;18;30;27;21
36;21;18;29;26;21
36;22;18;26;26;21
37;22;18;28;26;21
36;21;18;27;26;21
37;21;18;30;27;21
37;22;18;28;26;21
37;21;18;31;27;22
37;22;17;28;26;21
37;21;18;30;27;21
36;22;18;29;26;21
36;21;18;30;26;21
36;21;18;27;26;21
37;22;17;29;26;21
37;21;18;27;26;21
37;21;18;30;27;21
36;22;17;26;25;21
37;22;17;29;26;21
37;22;18;30;27;21
37;21;17;30;26;21
37;21;18;30;27;21
37;21;17;29;26;21
36;21;17;31;26;21
36;22;18;28;26;21
37;22;17;32;27;21
37;22;17;31;27;21
37;21;17;31;27;21
36;22;17;31;27;22
37;21;17;30;26;21
37;21;18;28;26;21
37;22;17;31;27;21
36;21;17;30;26;21
37;22;17;28;26;22
37;21;17;30;26;21
37;21;17;30;26;21
37;22;17;28;26;21
36;21;17;31;26;21
37;22;17;27;26;21
37;21;17;29;26;21
37;21;17;29;26;21
37;22;18;30;27;21
37;22;17;30;27;21
37;21;17;31;27;21
37;21;17;28;26;21
37;21;17;32;27;21
37;21;17;31;27;21
37;21;17;29;26;21
36;21;17;28;26;21
37;21;17;28;26;21
36;21;17;31;26;22
36;21;17;27;25;21
36;21;17;30;26;22
37;21;17;29;26;21
37;21;17;31;27;21
37;21;17;30;26;21
37;21;17;29;26;21
37;21;17;30;26;21
36;21;17;31;26;21
37;21;17;32;27;21
37;21;17;32;27;21
37;21;17;30;26;21
37;21;17;31;27;21
37;21;17;28;26;21
36;21;17;28;26;21
37;21;17;27;26;21
37;21;17;31;27;22
37;21;17;27;26;21
37;21;17;30;26;22
37;21;17;29;26;21
37;21;16;31;26;21
37;21;17;27;26;21
37;21;16;28;26;21
37;21;17;30;26;21
37;21;16;30;26;21
37;21;17;31;27;21
37;21;17;31;27;22
37;21;17;27;26;21
36;21;17;30;26;21
37;21;17;28;26;21
37;21;17;31;27;22
37;21;17;30;26;22
37;21;17;27;26;21
37;21;17;29;26;21
37;21;17;31;27;22
37;21;17;30;26;22
37;21;17;31;27;21
37;21;17;29;26;21
37;22;17;31;27;22
37;21;17;32;27;21
37;21;17;33;27;22
37;21;17;29;26;21
37;21;16;30;26;21
37;21;17;31;27;21
37;22;17;29;26;21
37;22;17;31;27;21
37;22;17;31;27;22
37;21;17;30;26;21
37;21;16;32;27;21
37;21;17;32;27;22
37;21;17;30;26;22
37;21;17;33;27;22
37;21;17;29;26;21
37;21;16;30;26;21
37;21;16;28;26;21
37;21;16;29;26;21
37;21;17;32;27;22
37;21;17;29;26;21
37;21;17;27;26;21
37;21;17;31;27;21
37;21;17;31;27;21
37;21;17;31;27;22
37;21;17;31;27;21
37;21;17;30;26;22
37;21;17;30;26;22
37;21;17;31;27;22
37;21;17;31;27;22
37;21;17;28;26;22
37;21;17;27;26;22
37;21;17;30;26;22
37;21;16;29;26;22
37;21;17;28;26;22
37;21;17;26;25;22
37;21;17;25;25;22
37;21;16;28;26;21
37;21;17;25;25;21
37;21;17;29;26;22
37;21;17;29;26;22
37;21;17;26;25;22
37;21;16;26;25;21
37;21;16;29;26;21
37;21;17;28;26;22
37;21;16;25;25;22
37;21;16;25;25;22
37;21;17;28;26;22
36;21;17;30;26;22
36;21;16;29;26;22
37;21;16;28;26;22
36;21;17;29;26;22
36;21;16;31;26;22
37;21;16;30;26;22
36;21;16;27;25;22
36;21;16;31;26;22
36;21;16;28;25;21
36;21;16;28;25;21
36;21;16;31;26;22
37;21;17;29;26;22
36;21;16;29;26;22
37;21;17;31;27;22
37;21;16;27;25;22
37;21;17;29;26;22
37;21;17;31;27;22
37;21;16;28;26;22
37;21;16;29;26;22
37;21;16;31;26;21
37;21;16;27;25;22
37;21;16;30;26;22
37;21;16;30;26;22
37;21;16;30;26;21
37;21;16;32;27;22
37;21;17;28;26;22
37;21;16;29;26;22
37;21;16;29;26;22
37;21;16;30;26;22
37;21;17;27;26;22
37;21;16;31;26;22
37;21;16;28;26;22
37;21;16;31;26;22
37;21;17;29;26;22
37;21;16;29;26;21
36;21;16;31;26;22
36;21;16;32;26;22
37;21;16;28;26;22
37;21;16;27;25;21
37;21;16;28;26;22
37;21;16;28;26;22
37;21;16;30;26;22
36;21;16;29;26;22
37;21;16;31;26;22
37;21;16;28;26;22
37;21;16;29;26;22
37;21;16;32;27;22
37;21;16;27;25;22
37;21;16;28;26;22
37;21;16;31;26;22
37;21;16;32;27;22
37;21;16;30;26;22
37;21;16;27;25;22
37;21;16;32;27;22
37;21;16;28;26;22
37;21;16;30;26;22
37;22;16;29;26;22
37;21;16;30;26;22
37;21;16;28;26;22
37;21;16;26;25;22
37;21;16;30;26;22
37;21;16;29;26;22
37;21;16;29;26;22
37;21;16;27;25;22
37;21;16;31;26;22
37;21;16;30;26;22
37;21;16;29;26;22
37;21;16;27;25;22
37;22;16;30;26;22
37;21;16;29;26;22
37;21;16;27;25;22
37;21;16;27;25;22
37;21;16;28;26;22
37;21;16;27;25;22
37;21;16;25;25;22
37;21;16;25;25;22
37;21;16;26;25;22
37;21;16;24;25;22
37;21;16;26;25;22
37;21;16;24;25;22
37;21;16;25;25;22
37;21;16;26;25;22
37;21;16;27;25;22
37;21;16;25;25;22
38;21;16;26;25;22
37;21;16;24;25;22
37;21;16;26;25;22
37;21;16;28;26;22
37;21;15;25;25;22
37;21;15;24;24;22
37;21;16;25;25;22
37;21;16;24;25;22
37;21;16;24;25;22
37;21;16;25;25;22
37;21;16;27;25;22
37;21;16;28;26;21
37;21;16;28;26;22
37;21;16;28;26;22
37;21;16;25;25;22
37;21;16;28;26;22
37;21;16;27;25;22
37;21;15;27;25;22
37;21;16;29;26;22
37;21;16;25;25;22
37;21;16;25;25;22
37;21;16;28;26;22
37;21;16;27;25;22
37;21;16;29;26;22
37;21;16;28;26;22
37;20;16;28;25;21
37;21;16;26;25;22
37;21;16;27;25;22
37;21;16;27;25;22
37;21;16;28;26;22
37;21;16;29;26;22
37;21;16;26;25;22
37;21;16;28;26;22
37;21;16;27;25;22
37;21;15;28;25;22
37;21;16;28;26;22
37;21;16;25;25;22
37;21;16;27;25;22
37;21;16;25;25;22
37;21;16;28;26;22
37;21;16;24;25;22
37;21;16;27;25;22
37;21;15;29;26;22
37;21;16;25;25;22
37;21;16;29;26;22
37;21;16;26;25;22
37;21;16;26;25;22
37;21;16;26;25;22
37;21;16;29;26;22
38;21;16;30;26;22
37;21;16;29;26;22
37;21;16;28;26;22
37;21;16;30;26;22
37;21;16;27;25;22
37;21;16;30;26;22
37;21;16;27;25;21
37;21;16;30;26;22
37;21;15;30;26;22
37;21;16;28;26;22
37;21;16;29;26;22
37;21;16;28;26;22
37;21;16;27;25;22
37;21;16;30;26;22
37;21;16;29;26;22
37;21;15;30;26;22
37;21;15;30;26;22
37;21;16;31;26;22
37;21;16;28;26;22
37;21;16;31;26;22
37;21;16;29;26;21
37;21;16;29;26;22
37;21;16;31;26;22
37;21;16;29;26;22
37;21;16;32;27;22
37;22;17;31;27;22
37;21;16;31;26;22
37;21;17;30;26;22
37;21;17;33;27;22
37;21;18;33;27;22
